review	label
Great value for your money. Kingston has always been a reliable memory chip company and the same goes for this product.	1
Great batteries for cameras. They charge quickly, and it's handy to keep the extra 2 spare in the charger and with me all the time "just in case"	1
I bought the NuLOOQ product a few weeks ago with little expectation and actually with some doubts it'd do anything for me, as I'm a keyboard junkie.  The product description was a bit confusing as it seems like ti does a lot.  But what a surprise.   Just adjusting the brush size using the ipod like scroll disc on the device is worth the price.  The pop-up menu thing is cool.  I don't use it as much for putting tools, but putting my files and folders into that menu keeps things in one place.   I guess the product also lets you pan and zoom around, but I don't seem to use that as much.  I still like using my mouse to pan and zoom around.	1
I've had this product for well over a year now and was using it with my XP machine and am now using it with my Apple Mac Mini. Works great with both Windows and Mac OS X, with no hassles. The removable stand is a nice touch, as you can pack the reader into a laptop bag or lay it horizontally if you prefer. Highly recommended	1
I have burnt a few discs and so far no coasters, They are burning at 8X in my NEC 2500A burner. That is pretty considering that it is advertised at 4X. Hopefully the burn quality also will be good and will last for a few years	1
shipping was outrageous, thought it qualified for free shipping since it is the size of a F'n postage stamp, but i ended up paying 1 cent less for postage than I did for the item, could have bought it at walmart for less this way. Buyer beware, I got took	1
This is the second G15 keyboard I've purchased, not because the first one broke, because it's such a great keyboard. Now I keep one at home, and take one with me when I go LANning.  The only issue with the keyboard is the LCD is pretty useless is fast paced FPS games, otherwise it's good for keeping the clock up so one doesn't lose track of the time	1
I'm very happy with the set.  Although not listed in the specs, it must have a QAM tuner, because I am able to watch unscrambled digital broadcasts through my cable service even though all I have is basic cable.  I was thrilled when I made this discovery.  Watching football games in HD, without paying for digital cable, almost made me weep with happiness.	1
My new TV finally arrived and I am very pleased with it.  I picked this one based primarily on all of the reviews I could find online, the vast majority of which were very positive (cNet has lots of reviews as well).  Also, I have two friends who are cable guys and they see all kinds of TVs, all day every day, and both of them bought this exact set for themselves.	1
So, I was a little weary to buy an iTrip after hearing some mixed reviews. It seemed that a perosn either had horrible luck with theirs... or the iTrip worked perfectly. Knowing my luck, it wouldn't work for me at all. I recieved my iTrip and my luck started right away. I tossed the iTrip onto my iPod and..................... nothing. A bad omen? Well, after I exchanged my iTrip for a new one I tried it out on a short drive. I live in East Lansing, MI... and we have a very crowded FM dial. I couldn't find a completely blank station as recommended... but it didn't matter. My iTrip delivered decent sound through the station. As others have mentioned, charging your iPod while you use your FM transmitter will really help. It's not a night-and-day difference, but it's a noticeable improvement. Sure, I got some static and the occasional interference from a strong signal, but you know what? Through a good 40 minutes of driving, the majority of the time I had satisfactory sound. This was also on the weaker-signaled LX mode, not DX. Supposedly DX provides a better, stronger signal.	1
I have used the 9510i for about 2 years and have found it to be flawless in performance. The Disaster Recovery software provided with this drive is it's biggest star. You can format your hard drive, put in the restore disk that you create for your system, and in about 15 minutes your system is put back to EXACTLY the way it was when you created the disk. Or you can simply replace selected files if you want. It does not miss a single thing. Fanstastic. The software is extremely user friendly and guides you through the process easier than an "ABC" book. I would highly recommend this drive for performance and ease of use	1
Nice sound, I will admitt for the price, I get big sound, with quality.  Only thing is a humming, hissing sound when machine is idle. Ohtherwise, worth it.	1
I,ve seen complaints about the ac adapter you "must" plug in. Hey guys, try it without an outside energy source, I just hope I,m not gonna fry something but it seems to work fine just plugged into a powered USB port. I have a VERY high end system though with wattage to sprare, but no more PCI slots, Damn 7900 512 gtx graphics cards, why do 2 of em have to take up so much room. Oh well, trade offs are a bi---, but a reality and 7 extra USB slots are awfully nice	1
It's a simple device, so there's not to say about it other than it does the job. You should note that the LEDs on the device remain lit as long as the device is plugged into your PC and the PC is powered (they glow a bright blue).	1
I bought this TV for college, and it fits perfectly in my dorm. The picture quality is pretty decent, though compared to traditional TV, it is not as sharp.	1
We used this charger with a DC inverter on a 6000 mile road trip to charge batteries for a Sony DSC-H5 camera and the batteries were almost unbelievable with lasting power between charges. The 2700mAh battery is great	1
The intuos3 6x11 tablet is nice because its like having a giant mouse pad. The mouse itself has five buttons that can be programed to do different tasks, opening programs is one of them. It also has a scroll wheel. On the pad there are more buttons that can open programs among other things. Also there are touch sensitive strips on the tablet that can be used for scrolling. I use the pen inside of art progams and it is a real joy to work with. The pressure sensitivity is is a very nice feature alowing you to go from a thin line to a thick line and vice versa. Its main high point for me is the ability it gives to draw curved lines and detailed lines. It fits nicely in hand and has comfortable rubber grip. Also you can flip the pen over and use that side as an eraser. The only complaint I have is that on the pen there are two buttons and one of them (the lower one) is placed in a spot where when I'm drawing my finger frequently hits it, because of this I simply had to make the button inactive. Over all I feel that Wacom has done a very good job of developing this product. I feel that it is of high quality and well worth the price. I would definetly save up the extra few dollars to get this larger tablet, it is nice to have if you have the desk space. I've heard Wacom is the best in the pen tablet industry and now that I own one I believe it	1
Fabulous product --- now I can store over 700 photos in the 8 mega pixel range.    Happy I purchased this one -- very trouble free	1
I wouldn't be without this. When I first bought the 20d it was my first digital SLR and I spent a few weeks adding and removing the battery grip and this strap. In the end I settled for using both and wouldn't have it any other way. With the battery grip and hand strap in place I find the camera much more secure and comfortable to hold. That's all there is to it, that's what it does and it does it well.	1
I have bought 50 and 100 pack spindles of Memorex and so far I have not had any problems. They work just fine on my Sony dvd burner	1
Memorex DVD+R's are the best. Price keeps dropping and never have a problem	1
I have burned over 100 of these in the past 6 months, I have only had 1 burn badly.  Haven't found a dvd player yet that they won't play in	1
This is an excellent machine.  I bought two of them.  There are a few things you need to do.  I have had 100% satisfaction using FujiFilm DVD-R up to 8x.  I have had success with FujiFilm DVD+R up to 8x.  I`ve also had tremendous success with TDK DVD+R up to 4x and 8x.  Some other brands may not work.  One thing I`ve learned about this machine is that you have to baby it a little.  Don`t go recording 3 or 4 -R or +R DVDs every day.  Give it a rest between recordings.  One or two per day is okay.  Definitely give it room to breathe.  If you stack your machines on top of each other, put something in between so they can breathe.  Be sure not to block the ventilation holes on the sides.  You definitely need to buy a Panasonic DVD player to play back your DVDs - other brand DVD players may not play your recordings properly.	1
I bought this for my folks for Christmas.  It took no time at all to hook up, and making DVDs was simple.  Everything from recording off the TV, to recording movies and shows stored on the DVR, to transferring home movies from the original VHS tapes.  I'm sure for about $300 more you could purchase some higher end recorders, but for under $200, you really can't go wrong.  The only flaw I could find is that the initial hookup (according to the book) didn't seem quite right.  After taking a whole 2 minutes to look up the easy to read instructions online, everything went smoothly.  Because of that, I'm still going to give it a full 5 stars..it's not as if those 2 whole minutes ruined our life.  Really, if you're new to this technology, you're not going to have any problems..believe me..A++	1
The other effusive reviews are spot-on...  the picture is fabulous on new DVDs (Lord of the Rings, Nemo, Harry Potter).  A $20 Cables to Go HDMI cable does a great job.  We have the  Sony KDF-42E2000 42" 3LCD Rear Projection HDTV and are thrilled with the combination.  A few annoyances:  The machine responds and loads slowly, but that's not too bad; a minor sacrifice for the incredibly low price.  And, certain DVDs of old movies (Some Like it Hot, The King and I) stretch the picture horizontally, making things look squat.  I'm sure there's a solution, but just can't figure it out.  Any tips	1
VHS to DVD disc is just one easy setup. I set mine to record and recode just before I go to sleep. When I wake up a finished disc awaits. With the software tools that are provided you can sharpen and correct VHS that has degraded and bring back life as when it was first transfered to tape. I have taken many VHS tapes that were never released as DVD and now have the start of a great library. Editing is a little tricky until you get the hang of it. The product works well. IPOD old music videos and movies for a real treat. Sound is perfect	1
I've had this photo printer a few weeks now.  I don't consider myself technically proficient.  I totally scored despite gross ignorance with this machine.  You cannot go wrong.  The photo quality is astonishing.  I've printed professional quality photos and framed them.  The results are fantastic.  For someone who is techno-challenged, I had this up and running very quickly	1
two of these jewel cases equal the size of a regular cd case. buy them and conserve space. there great	1
Got my order quickly and found out that these cases are much BETTER than the ones sold here locally, and they were CHEAPER !!	1
I like keeping all my stuff in one place, but don't like CD folders, so these slim cases are great.  I accidentaly sat on one of them and although it did crack, the case didn't break, and the cd was fine.  All in all, a great product	1
I've used these (and similar) cases for years.  No problems, even with the cats occasionally knocking them around and walking on them.	1
They are okay for eight or so dollars, but they don't last very long.  Then again, I used these for a digital camera so maybe that's why they get drained so quickly.  However, for the price I still would buy them again	1
My daughter uses a Cochlear Implant that has the option of being powered by 3 AA batteries. We have tried several brands trying to find the ones that last the longest. We have tried Energizer, Duracell, etc. She needs to replace them every day and a half. Since the Implant is a high power draining device, every extra hour counts. These batteries are one of the best values out there.	1
I have not had N.E.W. coverage for this Apple product however I had a washing machine covered by them.  The washer turned out to be one of those machines that had one problem after another sometimes the same.  N.E.W. used a couple of different service companies to repair it and finally wrote it off.  Throughout, N.E.W. was great and made every effort to fix the machine.  When the finally wrote it off they sent me a check for the amount that I paid for it.  They did not try to discount the settlement price for the time that I actually had the machine	1
Esaki si ta campion, un tremendo idea di e sistema pa por load up un potret digital ariba bo PC. hopi bon y facil. Esaki ta pone cu bo por saca bo potret digital y pone ariba bo PC via e systema aki di chip.(Tremendo	1
Initial setup could be complex for some, but considering all  it is capable of i'd say it's worth the time investment.	1
I've had it for over a month now and it works as well as I expected it to work. I was expecting random quirks here and there as I continued using it, but none whatsoever	1
These are great earbuds. I have alswys used Sony DJ headphones in the past, and these are the first pair of buds I have purchased - I am impressed.	1
I bought this for my kids to use with Nascar Racing.  Controls are easily reprogramable.  Nice product for the money	1
Great product for getting all those old home videos on DV	1
This little unit is easy to use and ready to go!!!! Not one problem with it so far, I've been using it for over two months now	1
I use these batteries when I need power immediately and I don't have a set of rechargeables ready to go. I also use them as backups - so I don't get caught without power and have to pay $1 a battery at supermarkets and convenience stores.	1
Excellent sound system, reminds you of being in a movie theatre.  Great, Great system	1
I've owned many Sony electronics in the past and have always liked their styling and functionality -- lots of hardy Walkmen, useful shortwave and portable radios, stylish TVs and high quality cassette recorders.  I still have a Sony mini component stereo model FH-E656 (made in Japan) which I bought in 1992 for US$400+; but rather than pay to fix its worn-out CD player, I decided to purchase this new Sony MHCEC70 component stereo (made in China).	1
A memory Stick is a s memory stick but when you put it in a Sony Camera - Fantastic	1
This portable cd holder is perfect for me.  I work out regularly and it has been perfect for the gym.  My cd player fit fine and there are 3 slots for extra cd's.  I like the feature of the headphones attaching to the outside of the pouch.  I would recommend it to anyone	1
(Note to Brian: The WAP54G *can* be configured as a bridge. I have two of them in just such a configuration. Took me about 10 minutes to set them up.)	1
i love the mobilemate sd.  I haven't had any problems yet.  It's small compact and gets the job done	1
I like it very much, I use it in an outdoor trail camera for wild game and it hold several pictures and has been in the camera in all kinds of weather. I would buy Kingston again	1
The first peron to review this incorrectly stated that it doesn't come with software for handhleds. That person chose to buy it without and save some $$ and then complained about having to pay extra for it because he/she bought the wrong software package.  Delorme did the right thing and offered us options.  I just ordered mine and I have no plans on using with a HH so I'm very happy that I didn't have to buy the HH software.  Just don't be dumb and read what you are buying before you buy it.  Nemerous people have highly recommended this to me, although I have heard that MS Mappoint has better maps and should be used instead when you have it as an option.  Storing 50,000 data points without a connection to a computer is awesome.  I will be able to take the unit with me on a bike ride and analize the workout later hopefully looking at the route, elevation, etc.  Too bad it is only in Yellow..	1
I got this jacket a month into having my ipod.  I had to buy it because I had been using the one that comes with the ipod and when I pulled the iPod out of that case it was easy to drop.  One time I did drop it and within a month of owning the iPod I had it in fro repairs.	1
The product works perfectly.  The only problem is, the manual only includes directions for the most common setups.  To use one port as an "uplink" to a router, for example, you need to plug the uplink into the ethernet port labeled "1" and then leave port "2" open.  The directions do not state this, and I had to call Linksys to get it to work.	1
My setup:	1
This review pertains specifically to the Targus PAUH217U 4 Port Ultra Mini USB 2.0 Hub.	1
I had read the reviews of this mouse prior to buying it. It had gotten very good reviews. Ive ben playing with it for about a month now and i find it meets all my needs and then some. Highly recommend it	1
I've been a gamer for almost 20 years.  This is the best mouse I've ever owned.  It is fast, accurate, well formed and constructed.  I would definitely recommend it.	1
For those of you who bought MiniDisc recorders to move away from analog tape recording, this product is wonderful.  Especially good for recording lectures, voice lessons, etc.  It works quite well with the built-in mono mike, or you could use an external one.	1
I got this for hubby and me over the summer.   We used it for our trip to Rehoboth beach and we loved every minute of it.   WE have a tape deck in the car and used it w/ a cassette adaptor.  We had not problems whatsoever, in fact it sounds much better thru the cassette adaptor than over the fm transmitter.	1
Works good, small, and comes with handy little stickers to put on so you can write contact info in case you lose it, though slightly costl	1
I purchased this hub back in September. I plugged it in and I'm running two printers and my mouse off of it at the moment, I've had no problems. It doesn't take up too much room even with 7 ports.	1
Fantastic, take all the videos and pictures you want with the best quality	1
The product is a good value.   It performed well and was fairly easy to use. I only wish it would allow importing play lists from iTunes, all text had to be manually input.  Overall, I'm very satisfied with the product	1
I previously owned the 1GB Lexar 40X CF card and thought that was the fastest a CF could get. I was completely wrong. This card is one fast sucker, and it can hold an enormous amount of images. In JPEG mode I am able to store over 1000 images. In RAW mode, which I'm converting to thanks to this large capacity card, I am able to hold 444 images all on my 20D!!! If your thinking of buying this card, don't hesitate. It is one awsome piece of equipment, and one heck of an investment!!	1
This is an excellent buy and is a quality item.  The service was fast and the card works as expected	1
A lot of space -- My computer is over 5yrs old so I use these CD's as a  great back up for storing all my old documents, my ebooks, and my pics.	1
These earphones are the best I ever had. I never had to try other pairs of earphone because I absolutely loved these that I keep buying it! After 6 years I buy the same one everytime. Of course I never use the winding case and it just sits there but heck it usually stores my other earphones that I brought but can't seem to throw them out because it costed money. It seems that many people are complaining about the electrical shocks from the earphones and I can answer why thats happening. It's actually static electricity. I experienced it myself a couple of times because I was wearing a wool sweater and the wool peacoat jacket that caused static electricity to form. It's actually not the earphones fault but when your wearing lots of clothes or a scarf with the earphones I suggest you switch to headphones to prevent being shocked. The bass is pretty decent when comparied to panasonic or jvc earphones. Hey for 10 bucks or less you can't except Sony to go all out and improve their cheapest model. I abuse my earphones so for 10 bucks a year I think these are the best rather than buying something thats $100 dollars or over and later regret it because it got either lost, broken or stolen.	1
After having two SanDisk card readers, and one LaCie card reader die on me, I invested in this Lexar card reader. For the money, it has worked flawlessy with Pro compact flash cards up to 4GB in size. I am very impressed with the transfer speeds, and the unit is not too big for traveling. The door that covers the slot, however, is very flimsy and easily deattaches (but fortunately easily reattaches too?) I use Mac OS X 10.4.8 and it works just fine. I also used it with Windows XP without any installation or transfer issues	1
A simple, cheap investment.  This CF reader actually does what it should, i.e. transfer info from compact flash to the computer.  Previous Kodak 1.0 multi-card reader had issues after a few weeks, and stopped working after 2 months.  This one is much faster and is still working.  Ahhhhh	1
Just some specs missing from amazon's description:	1
I purchased the Adorama Slinger Bag after first purchasing the Tamrac Velocity 5.  The Tamrac bag is a nice bag and can be worn as either a shoulder bag or a waist bag. Unfotunately, it lacked sufficient support when worn as waist bag and did not have an attached pouch to carry a water bottle.  The Slinger Bag addressed both of these deficiencies.  When worn as a waist bag, it also uses the shoulder strap to keep the bag firmly in place which also helps to balance the weight of the bag.  There are two water pouches on the Slinger Bag (which is a real requirement as I live in Arizona).	1
This was the least expensive 1 GB memory card I have ever seen and it works as well as it should	1
I have been trying to find a way to easily carry a lot of camera equipment for quite some time. I have tried backpacks, shoulder bags, duffel bags, but none of them really worked all that well. Then I saw the Lowepro Street and Field system with completely customizable pouches, vests, belts, and accessories. It works great, you only get the pouches you need so there is no waisted space and you can organize them however you want according to how often they are used (put frequently used items in easier to access places.)	1
Great for if you are not near a computer and need to charge your Ipo	1
The Memorex DVD+R 16x discs are great.  I have a LaCie external 16x burner that I use with my mac and I have not yet burned a bad disc.  I would reccommend this product to anyone looking for lots of media for a good price	1
Manufactured of a soft gray felt like material, a tough leather bottom, and draw string closure at the top, this lens pouch helps protect your lens from dust and the elements.  I store my lenses in a camera bag, and these cases fit nicely around the lens taking up little precious space.	1
This CF card is perfect for anybody who needs a high capacity (e.g. for hi-res pics) but doesn't care about the transfer speed. It may be a bit annoying though - especially if you try to download all the 2GBs from the card to your hard drive because it takes some time. I do still consider it a real good purchase ;	1
This memory card handles the job really well.  Unless maybe you're a professional sports photographer, it's plenty fast enough.  No problems using it with my Canon Rebel XT.  It holds about 550 pictures (JPEGs) at the highest resolution (8.2 MP)	1
I have only had this monitor for a couple of day's	1
I had a little trouble getting my system to recognize it when first set up...but after a little tweaking, it works beautifully.  Previously owned regular CRT...what an improvement!  Superb clarity and brightness.  For the money you just can't go wrong with this one	1
I use the pink circles to buff the cd/dvd, and it leaves the circular marks all over the cd, as I thought it would. Well, I thought that those marks would disappear after I used the repair paste with the yellow circles, but they're still there. Is it supposed to be like this? The reason I bought the thing was to make the cds look like new, but now they just look even more scratched with the buffer marks all over.	1
With boys aged 2 & 3, and some poor disc storage procedures when I'm driving, it appeared I was in need of one of these units.  Generally my toddler boys are not permitted to handle discs, but it occassionally happens, and doesn't take long for scratches, damage and finger prints to hinder performance, and when changing children's cds in the car I don't always store the disc properly and that leads to damage also.  I read through a lot of reviews on this item and the skipdoctor products, and finally decided on this unit because it runs on a/c power, is fully contained and automatic, and was about $10 less expensive than the most equivalent skipdoctor unit.  Both items had mixed reviews - mostly positive, but I found that most people who tried to make the units work and put in some time and effort were satisfied with both products.  I'm very satisfied with my purchase it has repaired two discs that could not be played at all, and one that skipped.	1
So far I havent filled up my disc yet using it.  The	1
I've read other reviews for this product that have people complaining about losing their data when the batteries are changed. THIS IS NOT TRUE if you're carefull.  First of all, my ebookman came with a bright blue warning flier stating that your ebookman needs to be turned OFF when you change the batteries.  Pretty simple, huh?  Also, don't wait for your battery to completely die before you change it. The main menu screen has a battery meter in the bottom right hand corner, and I just switch out the batteries when the meter reaches 10%.  I primarily use my ebookman to read ebooks and I love it	1
I've been using these Memorex CD-Rs for years and have no problems with their reliability.  Have used them with multiple CD and DVD burners without compatibility issues. This was another re-order and I continue to be happy with this product	1
the product arrive to me in very good condition, will recommend this product to anyone who needs blank cd	1
For the most part I just want to keep it short.  I usually always by Energizer cause they're reasonably priced and seem to last much MUCH longer then most other battery products that I have used in the past	1
These batteries are great, and seem to fit my Rio 500 better than some discount batteries. Good price too	1
I have been using this D-Link hub for about six months.  The power light started flickering after about three months and now doesn't light at all.  The hub works great, but I wonder how long it will last	1
I use my USB hub every day and it works fine with every device I plug into it	1
I'm very happy with this product.  It's great value for the price.  The corded phone with answering machine means there's always a phone that's not dead and perfect for the home office area.  The cordless phone can be used to check the answering machine messages.  Lot's of features	1
The unit itself works great.  Much faster transfers than using the usb cable directly to my camera.  However, the software includes a "monitoring" feature, which checks every second or so, to see if you've plugged in a card.  I opened up Windows Task Manager to discover that, each time it checked, it was consuming 25% of system resources (on/off each second).  No wonder my computer has been slower lately, especially if I have my image editing software open (duh).	1
Great quality, excellent construction and strong RJ45 plugs.  I have worked with a decent share of Cat5 and I have never had to cut  and terminate a Belkin cable due to regular wear and tear	1
MY HUSBAND & I SEARCHED & SEARCHED FOR DVD'S THAT WERE COMPATABLE TO OUR DVD RECORDED.  NO ONE COULD HELP.  THEN I THOUGHT, "I'LL JUST CHECK ON AMAZON," AND SURE ENOUGH THERE THEY WERE!!!!!!!!!!!!!  WHAT A RELIEF!!!!!!!!!!  I WOULD HATE TO OWN A DVD RECORDER & NOT BE ABLE TO RECORD ANYTHING!!!!!	1
This unit is a good buy.  It is priced low, but functions like you paid a higher price.  The negatives are that it isn't compatible with Itunes, and the earphones are not very ergonomically designed.  Overall, it is a good product	1
I'll try to keep this short and sweet.  If you have been frustrated trying to get AM reception on the go, then you've found the right radio for you.  I can't tell you how many pieces of junk I've bought that barely pulled-in even relatively close AM stations unless I constantly twisted the radio to the perfect angle needed to get reception.   Luckily (?) those other radios also died pretty quickly. This Sangean product solves the AM reception problem and seems very durable. I also own their CCRadio and this pocket product lives up to its reputation.  I love the fact that it also gives you the option to broadcast through the built-in speaker, just like transistor radios of the 50's and 60's--a seemingly forgotten feature.  As for listening through the supplied earphones, forget it. Sangean should be ashamed to ship this product with the utter junk earphones that are supplied.  Never have I heard tinnier sound, even for AM listening.  Not not mention that the cord is annoyingly short.  I immediatey invested another $35 in decent pair of Koss earbuds and stored the supplied earphones in the neareast trash bin.  Now I happily and easily listen to AM and FM stations even over the roar of the lawnmower.   There might be alternatives for those of you who plan on listening to FM exclusivey, but if you spend even a little time on the AM dial, I really don't think you have a choice but to pick up this radio	1
Sound great. Nice bank for the buck.	1
This was my second DLO transpod. I had an older white one that I bought used. I figured I would "upgrade" to this one since my iPod and my car's interior are black. overall the thing performed similarly to my previous one, but with a few little changes.	1
You must have received CA-709 (without the cassette component) by mistake.  CA-706 is prepackaged with the cassette component	1
Worked perfectly.	1
I use this keyboard at work and as I am a medical transcriptionist, it is all I use all day l o n g . . .I really like it and I'm going to buy one for my home as well. It is very easy to type on and I like the wrist support	1
This receiver is a replacement for an older, more expensive, defective Sony that I had.  It was easy to install and performs comparably well with more expensive units.  I am satisfied with the product	1
The reviews sounded too good to be true.  The reviews are right on.  This system is perfect for home theater.  I have the latest Panasonic plasma.  This receiver is the perfect compliment.  Here is why...	1
This item does exactly what it's suppose to do. It also makes the signal stronger therefore you get better reception. Worth the money. Only drawback would be, there is a lot of cord hanging around	1
The Sony SS-MF650H are a low-cost solution to good directional sound for a very small room.	1
I listen to a wide range of music, from hard rock, techno/electronic, to classical, and I've found it difficult to locate reasonably priced speakers that can handle all of this -- at least until I ordered this set.  I was apprehensive about buying online (and also about the Sony brand for speakers), but I'm very happy with this purchase.  I've been very impressed with the sound both at the high and low ends - the highs are crisp and the bass is tight, not boomy.  The soundstage is expansive (of course, this depends a lot on your receiver as well) and imaging good.  I'd definitely recommend this speaker set	1
This first time I use the HD product in my home video system and have the expected results. After I installed it and it immediately scan all the signal channels in my local area and have good quality. So far I place the antenna in door just in the first floor. I don't have too many channels in my living area in OH	1
I bought my player Sep 2006 and the other region-free code did not work.  It is actually a DVD-224M (see manual) though it says DVD-224 on the player.  Here is how to do it:	1
worked very well as planed	1
I would have given it a five star but sense it's the only one I have ever used I had nothing to compare with. I have used it nine tines and it worked perfect every time. Sturdily made.	1
The idea is excellent, the execution is flawed.  What is not made clear at the time of purchase is that you will need a bridge or gaming adapter as well as a high speed internet connection at home.  The adapter should be built into the box.	1
One of the best gadget-products I've ever bought.  The installation and connection was completely flawless.  It worked the first time and has been working since (and I even used the Powerline ethernet adapter to connect back to my router).  I have my cable TV on one input and my security system on the secondary input.  Using my cellular Data connection on my laptop, I can watch tv or look at my security system from anywhere in the country	1
Box worked perfectly as expected. However, it would be nice to be able to upgrade firmware to the new HD like performance or via a trade-in program to allow old customers to upgrade to the new Sling boxes	1
This box is perfect to have all the basic ipod accesories at once. I have the 60 mb video ipod and all the accesories works perfect	1
(Despite some of the negative reviews of this item, it continues to perform well with my regular-sized iPod.  In fact, it has more volume, depth, and presence than three other portable speakers--each costing 50 to 75% more--to which I've compared it.  The only downside is that the item is no longer sold postage-free from Amazon, diminishing its "bargain" appeal somewhat.)	1
I liked these speakers they are small compact they work great with my Mp3 Player and you can't really beat the price.  My only complaint is that they don't come with an adapter but I just bought rechargeable batteries and the system work great I use them everyda	1
These headphones are lightweight, fairly comfortable, and sound head and shoulders better than any pair of $20 headphones I've ever heard.  Here are the aspects people always want to know about:	1
I was wondering if anyone knew if this hub would work for linking Xbox's together so you can have more than 4 people play at once. I know that I could link 2 with a crossover cable but I want to link 4 together so that I can have a gigantic 16 player Halo match (It's a very popular Xbox game for those who don't know	1
Nothing much to say about them.  They're high quality high speed rewritable discs that do what they are supposed to do.  I've been using these kind of rewritable discs for a while now and I haven't had any problems with them what so ever even when I burn at higher than 10x.  They come with cases too so you won't have to worry about scratching the CDs	1
I matched this model number up with the phone I have, and it is a perfect fit for the phone and for me.  I stay on the telephone for lengthy conference calls most of my workday, and the headset types that go in the ear ended up causing soreness.  This headset sits gently over my head with the earpiece lying on my ear.  I'm told I can be heard very clearly without echo or fadeout.  I would highly recommend this headset	1
